city,latitude,longitude,timestamp,temperature_celsius,humidity_percent,wind_speed_kmh,wind_direction_degrees,wind_gusts_kmh,precipitation_mm,weather_code,cloud_cover_percent,pressure_hpa,visibility_meters,apparent_temperature_celsius,ingestion_time
London,51.5085,-0.1257,2026-08-23T00:00,16.3,60,5.8,196,12.6,0.0,3,100,1024.9,29200.0,15.1,2026-09-02T19:29:50.106674
London,51.5085,-0.1257,2026-08-23T01:00,15.8,65,6.1,226,13.7,0.0,3,100,1025.1,31460.0,14.7,2026-09-02T19:29:50.106744
London,51.5085,-0.1257,2026-08-23T02:00,14.9,69,4.7,240,10.4,0.0,3,100,1025.4,26080.0,14.1,2026-09-02T19:29:50.107089
London,51.5085,-0.1257,2026-08-23T03:00,14.7,72,4.7,262,10.1,0.0,3,92,1025.3,21020.0,13.9,2026-09-02T19:29:50.107130
London,51.5085,-0.1257,2026-08-23T04:00,13.7,76,2.2,268,5.8,0.0,3,94,1025.3,19440.0,13.3,2026-09-02T19:29:50.107147
London,51.5085,-0.1257,2026-08-23T05:00,13.9,78,4.0,214,9.0,0.0,2,52,1025.5,15340.0,13.4,2026-09-02T19:29:50.107178
London,51.5085,-0.1257,2026-08-23T06:00,13.7,79,3.2,240,7.2,0.0,3,92,1025.8,13880.0,13.3,2026-09-02T19:29:50.107203
London,51.5085,-0.1257,2026-08-23T07:00,14.8,76,4.0,226,8.6,0.0,3,84,1026.0,11820.0,14.5,2026-09-02T19:29:50.107219
London,51.5085,-0.1257,2026-08-23T08:00,16.7,68,6.5,234,14.0,0.0,2,73,1025.7,14780.0,16.0,2026-09-02T19:29:50.107233
London,51.5085,-0.1257,2026-08-23T09:00,18.3,62,4.7,254,11.9,0.0,2,63,1025.7,15200.0,17.9,2026-09-02T19:29:50.107246
London,51.5085,-0.1257,2026-08-23T10:00,20.4,45,3.6,242,14.0,0.0,1,42,1025.5,18600.0,19.4,2026-09-02T19:29:50.107266
London,51.5085,-0.1257,2026-08-23T11:00,20.9,40,1.8,258,12.2,0.0,2,60,1025.1,20080.0,19.8,2026-09-02T19:29:50.107296
London,51.5085,-0.1257,2026-08-23T12:00,21.6,36,1.1,174,12.2,0.0,2,70,1025.0,19400.0,20.4,2026-09-02T19:29:50.107316
London,51.5085,-0.1257,2026-08-23T13:00,22.1,34,1.4,230,13.7,0.0,2,70,1024.9,20100.0,20.8,2026-09-02T19:29:50.107331
London,51.5085,-0.1257,2026-08-23T14:00,22.8,32,1.4,290,13.7,0.0,2,64,1024.6,21020.0,21.4,2026-09-02T19:29:50.107343
London,51.5085,-0.1257,2026-08-23T15:00,23.3,30,2.2,178,14.8,0.0,2,72,1024.0,20480.0,21.8,2026-09-02T19:29:50.107354
London,51.5085,-0.1257,2026-08-23T16:00,23.8,29,3.2,76,15.1,0.0,2,60,1023.4,20120.0,22.0,2026-09-02T19:29:50.107376
London,51.5085,-0.1257,2026-08-23T17:00,24.1,27,6.5,52,19.4,0.0,1,20,1022.9,26080.0,21.8,2026-09-02T19:29:50.107389
London,51.5085,-0.1257,2026-08-23T18:00,23.8,29,10.4,70,25.9,0.0,1,34,1022.8,27460.0,21.0,2026-09-02T19:29:50.107400
London,51.5085,-0.1257,2026-08-23T19:00,21.3,48,17.3,100,38.2,0.0,0,0,1023.3,26520.0,18.7,2026-09-02T19:29:50.107411
London,51.5085,-0.1257,2026-08-23T20:00,19.8,57,15.1,98,33.5,0.0,0,0,1023.7,26280.0,17.9,2026-09-02T19:29:50.107423
London,51.5085,-0.1257,2026-08-23T21:00,18.9,63,14.8,102,33.5,0.0,3,83,1024.1,27100.0,17.3,2026-09-02T19:29:50.107442
London,51.5085,-0.1257,2026-08-23T22:00,18.1,64,12.6,96,28.1,0.0,3,100,1023.9,26760.0,16.6,2026-09-02T19:29:50.107454
London,51.5085,-0.1257,2026-08-23T23:00,17.5,64,11.9,80,26.3,0.0,3,100,1023.9,28760.0,16.0,2026-09-02T19:29:50.107466
London,51.5085,-0.1257,2026-08-24T00:00,16.9,62,10.1,80,22.7,0.0,3,100,1023.5,26920.0,15.4,2026-09-02T19:29:50.107478
London,51.5085,-0.1257,2026-08-24T01:00,15.9,66,9.0,60,20.2,0.0,0,0,1023.4,24120.0,14.5,2026-09-02T19:29:50.107490
London,51.5085,-0.1257,2026-08-24T02:00,14.9,70,9.4,52,20.5,0.0,1,47,1023.0,22160.0,13.4,2026-09-02T19:29:50.107502
London,51.5085,-0.1257,2026-08-24T03:00,14.8,71,8.3,50,18.0,0.0,3,100,1023.1,19960.0,13.5,2026-09-02T19:29:50.107514
London,51.5085,-0.1257,2026-08-24T04:00,14.0,72,8.6,52,19.4,0.0,3,100,1022.8,18160.0,12.5,2026-09-02T19:29:50.107525
London,51.5085,-0.1257,2026-08-24T05:00,13.5,72,9.0,52,19.4,0.0,3,100,1022.5,15260.0,11.9,2026-09-02T19:29:50.107537
London,51.5085,-0.1257,2026-08-24T06:00,13.6,72,9.0,54,19.4,0.0,3,100,1022.1,14540.0,12.0,2026-09-02T19:29:50.107548
London,51.5085,-0.1257,2026-08-24T07:00,15.0,68,9.4,60,20.2,0.0,3,100,1021.7,14400.0,13.5,2026-09-02T19:29:50.107565
London,51.5085,-0.1257,2026-08-24T08:00,16.8,65,10.4,70,23.0,0.0,3,100,1021.2,15720.0,15.3,2026-09-02T19:29:50.107578
London,51.5085,-0.1257,2026-08-24T09:00,18.0,63,10.1,86,22.7,0.0,3,100,1021.1,16800.0,16.8,2026-09-02T19:29:50.107591
London,51.5085,-0.1257,2026-08-24T10:00,19.5,56,13.7,90,31.7,0.0,3,100,1020.1,21580.0,17.7,2026-09-02T19:29:50.107602
London,51.5085,-0.1257,2026-08-24T11:00,20.5,52,15.8,84,37.1,0.0,3,100,1019.7,24180.0,18.3,2026-09-02T19:29:50.107614
London,51.5085,-0.1257,2026-08-24T12:00,21.0,49,18.0,86,41.0,0.0,3,100,1019.3,25120.0,18.4,2026-09-02T19:29:50.107625
London,51.5085,-0.1257,2026-08-24T13:00,21.5,47,17.3,86,39.2,0.0,3,100,1018.6,26020.0,19.4,2026-09-02T19:29:50.107637
London,51.5085,-0.1257,2026-08-24T14:00,21.9,43,17.3,96,40.0,0.0,2,58,1018.0,26820.0,19.2,2026-09-02T19:29:50.107648
London,51.5085,-0.1257,2026-08-24T15:00,22.0,41,18.4,84,41.8,0.0,1,20,1017.2,27800.0,18.9,2026-09-02T19:29:50.107659
London,51.5085,-0.1257,2026-08-24T16:00,21.6,41,20.2,82,46.1,0.0,0,15,1016.4,29240.0,18.1,2026-09-02T19:29:50.107671
London,51.5085,-0.1257,2026-08-24T17:00,20.7,44,19.4,80,43.6,0.0,3,100,1016.1,27600.0,17.3,2026-09-02T19:29:50.107689
London,51.5085,-0.1257,2026-08-24T18:00,19.9,46,18.4,72,41.4,0.0,3,100,1015.5,30160.0,16.7,2026-09-02T19:29:50.107701
London,51.5085,-0.1257,2026-08-24T19:00,19.1,54,17.6,68,39.6,0.0,1,23,1015.3,30320.0,16.4,2026-09-02T19:29:50.107712
London,51.5085,-0.1257,2026-08-24T20:00,18.4,58,16.6,64,37.1,0.0,1,44,1015.4,32580.0,16.1,2026-09-02T19:29:50.107723
London,51.5085,-0.1257,2026-08-24T21:00,17.9,61,16.9,56,37.4,0.0,1,22,1015.0,34040.0,15.5,2026-09-02T19:29:50.107735
London,51.5085,-0.1257,2026-08-24T22:00,17.4,66,15.1,56,32.8,0.0,0,0,1014.9,33060.0,15.5,2026-09-02T19:29:50.107746
London,51.5085,-0.1257,2026-08-24T23:00,17.0,70,15.5,50,33.8,0.0,0,0,1014.5,33380.0,15.3,2026-09-02T19:29:50.107757
London,51.5085,-0.1257,2026-08-25T00:00,16.6,74,14.0,52,31.0,0.0,0,2,1014.3,32680.0,15.2,2026-09-02T19:29:50.107770
London,51.5085,-0.1257,2026-08-25T01:00,16.7,76,14.0,48,30.6,0.0,3,84,1013.9,30200.0,15.4,2026-09-02T19:29:50.107781
London,51.5085,-0.1257,2026-08-25T02:00,16.6,76,14.8,50,31.7,0.0,0,3,1013.4,28280.0,15.2,2026-09-02T19:29:50.107792
London,51.5085,-0.1257,2026-08-25T03:00,16.3,77,11.2,48,24.5,0.0,0,0,1013.3,23480.0,15.4,2026-09-02T19:29:50.107810
London,51.5085,-0.1257,2026-08-25T04:00,16.0,77,12.2,48,26.6,0.0,0,0,1012.9,20600.0,14.9,2026-09-02T19:29:50.107821
London,51.5085,-0.1257,2026-08-25T05:00,15.9,76,12.2,42,26.6,0.0,0,0,1013.0,18140.0,14.6,2026-09-02T19:29:50.107833
London,51.5085,-0.1257,2026-08-25T06:00,16.1,75,12.6,48,27.4,0.0,0,0,1012.8,16820.0,14.8,2026-09-02T19:29:50.107845
London,51.5085,-0.1257,2026-08-25T07:00,17.1,73,14.4,46,31.3,0.0,0,0,1013.0,18460.0,15.7,2026-09-02T19:29:50.107856
London,51.5085,-0.1257,2026-08-25T08:00,18.7,69,14.8,66,33.1,0.0,1,20,1013.3,19980.0,17.5,2026-09-02T19:29:50.107867
London,51.5085,-0.1257,2026-08-25T09:00,20.5,63,15.8,74,35.3,0.0,1,22,1013.1,22600.0,19.2,2026-09-02T19:29:50.107879
London,51.5085,-0.1257,2026-08-25T10:00,22.3,50,15.5,86,35.3,0.0,1,28,1012.9,24280.0,20.5,2026-09-02T19:29:50.107890
London,51.5085,-0.1257,2026-08-25T11:00,23.5,45,15.5,92,35.3,0.0,1,21,1012.8,24440.0,22.0,2026-09-02T19:29:50.107902
London,51.5085,-0.1257,2026-08-25T12:00,24.2,40,17.3,94,39.2,0.0,0,5,1012.6,25920.0,22.5,2026-09-02T19:29:50.107913
London,51.5085,-0.1257,2026-08-25T13:00,24.8,40,17.3,100,39.2,0.0,0,3,1012.3,25620.0,23.3,2026-09-02T19:29:50.107931
London,51.5085,-0.1257,2026-08-25T14:00,25.0,39,16.6,100,38.2,0.0,0,1,1012.4,25580.0,23.3,2026-09-02T19:29:50.107943
London,51.5085,-0.1257,2026-08-25T15:00,25.0,37,16.2,98,37.4,0.0,0,0,1011.7,25520.0,22.7,2026-09-02T19:29:50.107954
London,51.5085,-0.1257,2026-08-25T16:00,24.7,38,16.6,100,38.2,0.0,0,0,1011.7,26840.0,22.2,2026-09-02T19:29:50.107972
London,51.5085,-0.1257,2026-08-25T17:00,24.0,42,15.5,102,34.9,0.0,3,98,1012.0,25600.0,21.8,2026-09-02T19:29:50.107989
London,51.5085,-0.1257,2026-08-25T18:00,22.8,48,15.5,96,34.6,0.0,3,100,1012.0,26100.0,21.0,2026-09-02T19:29:50.108000
London,51.5085,-0.1257,2026-08-25T19:00,21.8,57,13.7,92,30.2,0.0,1,48,1012.2,25260.0,20.7,2026-09-02T19:29:50.108011
London,51.5085,-0.1257,2026-08-25T20:00,20.6,64,14.0,88,31.0,0.0,3,100,1012.5,25080.0,19.8,2026-09-02T19:29:50.108029
London,51.5085,-0.1257,2026-08-25T21:00,20.3,67,11.9,80,26.6,0.0,3,100,1012.5,24380.0,19.9,2026-09-02T19:29:50.108042
London,51.5085,-0.1257,2026-08-25T22:00,20.0,69,11.2,78,24.5,0.0,3,100,1012.7,21120.0,19.8,2026-09-02T19:29:50.108053
London,51.5085,-0.1257,2026-08-25T23:00,19.8,70,10.4,72,23.0,0.0,3,99,1012.7,20520.0,19.7,2026-09-02T19:29:50.108070
London,51.5085,-0.1257,2026-08-26T00:00,19.5,73,10.1,80,21.2,0.0,3,100,1012.6,19240.0,19.6,2026-09-02T19:29:50.108082
London,51.5085,-0.1257,2026-08-26T01:00,19.6,75,7.9,66,16.6,0.0,3,100,1012.4,16680.0,20.1,2026-09-02T19:29:50.108093
London,51.5085,-0.1257,2026-08-26T02:00,19.2,77,8.3,58,18.0,0.1,51,100,1012.4,13580.0,19.7,2026-09-02T19:29:50.108104
London,51.5085,-0.1257,2026-08-26T03:00,19.0,81,7.6,54,16.9,0.2,51,100,1012.0,10500.0,19.9,2026-09-02T19:29:50.108115
London,51.5085,-0.1257,2026-08-26T04:00,18.7,84,6.5,60,14.0,0.2,51,100,1012.1,9420.0,19.9,2026-09-02T19:29:50.108127
London,51.5085,-0.1257,2026-08-26T05:00,18.5,85,6.1,64,13.7,0.0,3,97,1012.4,6880.0,19.7,2026-09-02T19:29:50.108152
London,51.5085,-0.1257,2026-08-26T06:00,18.7,87,5.8,82,12.6,0.0,3,100,1012.9,6800.0,20.2,2026-09-02T19:29:50.108164
London,51.5085,-0.1257,2026-08-26T07:00,19.2,85,6.8,86,14.8,0.0,3,99,1013.0,6200.0,20.6,2026-09-02T19:29:50.108175
London,51.5085,-0.1257,2026-08-26T08:00,20.1,82,6.8,98,15.1,0.0,3,93,1013.1,5400.0,21.6,2026-09-02T19:29:50.108187
London,51.5085,-0.1257,2026-08-26T09:00,21.4,75,9.4,90,20.9,0.0,1,36,1013.0,7660.0,22.5,2026-09-02T19:29:50.108205
London,51.5085,-0.1257,2026-08-26T10:00,23.1,67,10.1,100,22.0,0.0,3,91,1013.2,10980.0,23.9,2026-09-02T19:29:50.108216
London,51.5085,-0.1257,2026-08-26T11:00,23.5,67,9.4,88,20.2,0.0,3,88,1013.2,11660.0,24.7,2026-09-02T19:29:50.108228
London,51.5085,-0.1257,2026-08-26T12:00,24.9,59,11.9,92,25.6,0.0,2,76,1012.6,15280.0,25.7,2026-09-02T19:29:50.108239
London,51.5085,-0.1257,2026-08-26T13:00,25.8,55,12.6,92,27.7,0.0,2,77,1012.6,16960.0,26.8,2026-09-02T19:29:50.108251
London,51.5085,-0.1257,2026-08-26T14:00,26.3,53,14.0,98,30.6,0.0,3,100,1012.1,17100.0,26.4,2026-09-02T19:29:50.108262
London,51.5085,-0.1257,2026-08-26T15:00,26.4,52,15.5,92,33.1,0.0,3,100,1011.6,19780.0,26.2,2026-09-02T19:29:50.108273
London,51.5085,-0.1257,2026-08-26T16:00,25.9,55,16.6,92,34.2,0.0,3,100,1011.5,19260.0,25.7,2026-09-02T19:29:50.108285
London,51.5085,-0.1257,2026-08-26T17:00,25.4,58,14.8,90,31.7,0.0,3,100,1011.2,19040.0,25.6,2026-09-02T19:29:50.108296
London,51.5085,-0.1257,2026-08-26T18:00,24.5,61,15.5,110,33.8,0.0,3,100,1011.5,19340.0,24.6,2026-09-02T19:29:50.108307
London,51.5085,-0.1257,2026-08-26T19:00,23.3,65,14.4,96,31.7,0.0,3,100,1011.8,17940.0,23.4,2026-09-02T19:29:50.108324
London,51.5085,-0.1257,2026-08-26T20:00,22.0,72,14.8,86,32.8,0.0,3,100,1011.8,17200.0,22.2,2026-09-02T19:29:50.108336
London,51.5085,-0.1257,2026-08-26T21:00,21.3,78,14.0,82,30.2,0.0,3,100,1011.8,15280.0,21.9,2026-09-02T19:29:50.108349
London,51.5085,-0.1257,2026-08-26T22:00,21.0,78,13.3,80,29.2,0.0,3,100,1011.7,13820.0,21.6,2026-09-02T19:29:50.108360
London,51.5085,-0.1257,2026-08-26T23:00,20.7,79,12.2,80,26.6,0.0,3,100,1011.4,14140.0,21.4,2026-09-02T19:29:50.108371
London,51.5085,-0.1257,2026-08-27T00:00,20.4,80,12.2,72,26.6,0.0,3,100,1010.5,13060.0,21.0,2026-09-02T19:29:50.108384
London,51.5085,-0.1257,2026-08-27T01:00,20.5,79,10.8,66,23.8,0.0,3,100,1010.1,10400.0,21.3,2026-09-02T19:29:50.108395
London,51.5085,-0.1257,2026-08-27T02:00,20.4,80,10.8,68,23.8,0.0,3,100,1010.3,9540.0,21.3,2026-09-02T19:29:50.108407
London,51.5085,-0.1257,2026-08-27T03:00,20.6,82,11.2,60,24.5,0.0,3,100,1009.3,8880.0,21.7,2026-09-02T19:29:50.108418
London,51.5085,-0.1257,2026-08-27T04:00,20.7,82,10.1,86,22.0,0.0,3,100,1009.3,8000.0,21.9,2026-09-02T19:29:50.108429
London,51.5085,-0.1257,2026-08-27T05:00,20.1,93,6.8,102,15.5,1.9,80,100,1009.7,4200.0,22.5,2026-09-02T19:29:50.108445
London,51.5085,-0.1257,2026-08-27T06:00,19.9,91,2.9,110,5.8,1.1,55,100,1008.8,4620.0,22.6,2026-09-02T19:29:50.108457
London,51.5085,-0.1257,2026-08-27T07:00,19.6,89,4.3,86,9.4,0.3,51,100,1009.2,4920.0,21.8,2026-09-02T19:29:50.108468
London,51.5085,-0.1257,2026-08-27T08:00,19.0,90,9.4,132,20.2,0.1,51,100,1009.6,6360.0,20.3,2026-09-02T19:29:50.108480
London,51.5085,-0.1257,2026-08-27T09:00,19.2,94,6.8,82,14.8,0.6,53,100,1008.9,4240.0,21.3,2026-09-02T19:29:50.108491
London,51.5085,-0.1257,2026-08-27T10:00,20.2,89,9.4,68,20.5,0.1,51,100,1008.3,6140.0,22.0,2026-09-02T19:29:50.108502
London,51.5085,-0.1257,2026-08-27T11:00,20.7,84,5.4,118,11.9,0.0,2,79,1008.8,9760.0,23.0,2026-09-02T19:29:50.108513
London,51.5085,-0.1257,2026-08-27T12:00,22.3,76,4.0,68,10.4,0.0,3,94,1008.5,8940.0,24.6,2026-09-02T19:29:50.108524
London,51.5085,-0.1257,2026-08-27T13:00,23.1,71,6.8,126,15.5,0.1,51,100,1008.0,12200.0,24.8,2026-09-02T19:29:50.108540
London,51.5085,-0.1257,2026-08-27T14:00,24.2,60,6.8,206,15.5,0.0,2,64,1007.8,17160.0,25.2,2026-09-02T19:29:50.108551
London,51.5085,-0.1257,2026-08-27T15:00,25.2,57,9.4,180,20.2,0.0,2,65,1007.1,19720.0,26.0,2026-09-02T19:29:50.108568
London,51.5085,-0.1257,2026-08-27T16:00,24.8,55,13.0,204,26.6,0.0,2,77,1007.2,25880.0,24.6,2026-09-02T19:29:50.108581
London,51.5085,-0.1257,2026-08-27T17:00,24.0,53,14.4,200,31.0,0.0,3,100,1007.6,29980.0,23.2,2026-09-02T19:29:50.108593
London,51.5085,-0.1257,2026-08-27T18:00,23.1,56,13.0,212,28.8,0.0,3,100,1007.4,32060.0,22.5,2026-09-02T19:29:50.108604
London,51.5085,-0.1257,2026-08-27T19:00,22.1,56,12.2,222,27.0,0.0,3,100,1007.7,31720.0,21.3,2026-09-02T19:29:50.108615
London,51.5085,-0.1257,2026-08-27T20:00,21.2,62,10.1,226,22.3,0.0,3,100,1007.3,28540.0,21.0,2026-09-02T19:29:50.108627
London,51.5085,-0.1257,2026-08-27T21:00,20.8,65,11.9,216,26.3,0.0,3,100,1008.0,29640.0,20.4,2026-09-02T19:29:50.108638
London,51.5085,-0.1257,2026-08-27T22:00,20.0,68,13.7,228,29.5,0.0,3,91,1007.9,32260.0,19.3,2026-09-02T19:29:50.108655
London,51.5085,-0.1257,2026-08-27T23:00,19.5,72,14.0,236,31.0,0.0,0,6,1007.6,30460.0,18.9,2026-09-02T19:29:50.108667
London,51.5085,-0.1257,2026-08-28T00:00,18.8,73,11.5,238,25.2,0.0,0,0,1007.3,27280.0,18.4,2026-09-02T19:29:50.108679
London,51.5085,-0.1257,2026-08-28T01:00,18.3,77,10.4,240,22.7,0.0,0,9,1007.3,25680.0,18.1,2026-09-02T19:29:50.108696
London,51.5085,-0.1257,2026-08-28T02:00,17.5,80,11.2,246,23.8,0.0,1,39,1007.1,21900.0,17.2,2026-09-02T19:29:50.108707
London,51.5085,-0.1257,2026-08-28T03:00,17.1,84,11.2,248,24.1,0.0,0,1,1007.1,19660.0,17.0,2026-09-02T19:29:50.108719
London,51.5085,-0.1257,2026-08-28T04:00,16.6,86,11.9,238,25.2,0.0,1,20,1006.8,14200.0,16.3,2026-09-02T19:29:50.108730
London,51.5085,-0.1257,2026-08-28T05:00,16.1,88,10.8,246,23.4,0.0,3,84,1006.9,11800.0,15.9,2026-09-02T19:29:50.108741
London,51.5085,-0.1257,2026-08-28T06:00,15.8,89,10.8,232,23.0,0.0,3,100,1006.9,10140.0,15.5,2026-09-02T19:29:50.108753
London,51.5085,-0.1257,2026-08-28T07:00,16.5,85,11.2,222,23.8,0.0,3,87,1006.4,11320.0,16.2,2026-09-02T19:29:50.108764
London,51.5085,-0.1257,2026-08-28T08:00,17.9,78,13.0,232,28.4,0.0,1,40,1006.3,14840.0,17.3,2026-09-02T19:29:50.108783
London,51.5085,-0.1257,2026-08-28T09:00,19.5,65,13.3,242,29.2,0.0,2,66,1006.4,22060.0,18.4,2026-09-02T19:29:50.108797
London,51.5085,-0.1257,2026-08-28T10:00,20.9,60,12.2,220,25.9,0.0,2,55,1006.4,19900.0,20.0,2026-09-02T19:29:50.108809
London,51.5085,-0.1257,2026-08-28T11:00,23.0,42,14.4,230,32.8,0.0,1,45,1005.9,27460.0,20.7,2026-09-02T19:29:50.108827
London,51.5085,-0.1257,2026-08-28T12:00,23.3,41,15.5,238,34.2,0.0,2,53,1005.9,29160.0,20.9,2026-09-02T19:29:50.108839
London,51.5085,-0.1257,2026-08-28T13:00,24.0,41,15.5,238,34.9,0.0,3,88,1005.7,25420.0,21.7,2026-09-02T19:29:50.108850
London,51.5085,-0.1257,2026-08-28T14:00,23.4,48,18.0,266,37.4,0.0,3,98,1005.9,22360.0,21.4,2026-09-02T19:29:50.108862
London,51.5085,-0.1257,2026-08-28T15:00,23.0,51,22.7,230,46.1,0.0,2,67,1005.9,27840.0,20.5,2026-09-02T19:29:50.108873
London,51.5085,-0.1257,2026-08-28T16:00,21.9,63,22.7,242,46.1,0.4,51,100,1006.4,16600.0,20.1,2026-09-02T19:29:50.108885
London,51.5085,-0.1257,2026-08-28T17:00,21.5,64,20.9,230,42.5,0.1,51,99,1006.7,25120.0,19.9,2026-09-02T19:29:50.108896
London,51.5085,-0.1257,2026-08-28T18:00,21.5,62,20.2,226,40.3,0.0,3,84,1007.0,24260.0,19.8,2026-09-02T19:29:50.108907
London,51.5085,-0.1257,2026-08-28T19:00,19.5,76,15.8,242,32.0,0.6,53,100,1007.5,24940.0,19.0,2026-09-02T19:29:50.108919
London,51.5085,-0.1257,2026-08-28T20:00,19.1,72,15.8,242,34.2,0.0,3,100,1007.8,24860.0,18.1,2026-09-02T19:29:50.108930
London,51.5085,-0.1257,2026-08-28T21:00,18.9,73,16.9,226,36.4,0.0,3,100,1007.9,26920.0,17.8,2026-09-02T19:29:50.108947
London,51.5085,-0.1257,2026-08-28T22:00,18.8,75,15.1,236,32.4,0.0,3,80,1007.9,29080.0,18.0,2026-09-02T19:29:50.108972
London,51.5085,-0.1257,2026-08-28T23:00,18.6,77,14.8,238,31.7,0.0,3,100,1008.2,31620.0,17.9,2026-09-02T19:29:50.108983
London,51.5085,-0.1257,2026-08-29T00:00,18.6,76,15.1,244,32.0,0.0,3,84,1008.1,31040.0,17.8,2026-09-02T19:29:50.108996
London,51.5085,-0.1257,2026-08-29T01:00,18.4,78,13.0,234,28.4,0.0,3,93,1007.8,24880.0,18.1,2026-09-02T19:29:50.109007
London,51.5085,-0.1257,2026-08-29T02:00,18.5,78,10.8,236,23.0,0.0,3,83,1007.6,22560.0,18.4,2026-09-02T19:29:50.109018
London,51.5085,-0.1257,2026-08-29T03:00,18.5,79,10.1,232,21.2,0.0,3,99,1007.6,19040.0,18.7,2026-09-02T19:29:50.109030
London,51.5085,-0.1257,2026-08-29T04:00,18.1,81,13.0,220,27.4,0.0,3,97,1007.5,18420.0,17.9,2026-09-02T19:29:50.109041
London,51.5085,-0.1257,2026-08-29T05:00,18.0,79,13.7,216,29.5,0.0,3,100,1007.5,21300.0,17.5,2026-09-02T19:29:50.109053
London,51.5085,-0.1257,2026-08-29T06:00,17.9,80,12.6,206,26.6,0.0,2,53,1007.3,19020.0,17.6,2026-09-02T19:29:50.109065
London,51.5085,-0.1257,2026-08-29T07:00,17.9,77,12.2,202,25.6,0.0,3,100,1007.3,19420.0,17.4,2026-09-02T19:29:50.109083
London,51.5085,-0.1257,2026-08-29T08:00,18.1,80,12.2,194,25.6,0.3,51,100,1007.1,12460.0,17.9,2026-09-02T19:29:50.109094
London,51.5085,-0.1257,2026-08-29T09:00,18.0,86,11.9,176,24.8,0.6,53,100,1006.5,13120.0,18.2,2026-09-02T19:29:50.109106
London,51.5085,-0.1257,2026-08-29T10:00,17.8,84,13.7,182,29.2,0.3,51,100,1006.1,13520.0,17.5,2026-09-02T19:29:50.109117
London,51.5085,-0.1257,2026-08-29T11:00,17.5,89,14.8,156,31.0,0.6,53,100,1005.0,5160.0,17.3,2026-09-02T19:29:50.109128
London,51.5085,-0.1257,2026-08-29T12:00,18.3,88,14.8,162,31.7,0.4,51,100,1003.7,12720.0,18.3,2026-09-02T19:29:50.109139
London,51.5085,-0.1257,2026-08-29T13:00,19.3,88,15.8,188,31.7,0.1,51,100,1002.5,7860.0,19.6,2026-09-02T19:29:50.109151
London,51.5085,-0.1257,2026-08-29T14:00,20.0,76,16.6,208,35.6,0.1,51,100,1001.9,10560.0,19.6,2026-09-02T19:29:50.109168
London,51.5085,-0.1257,2026-08-29T15:00,19.5,82,19.1,206,41.0,0.4,51,100,1001.2,14960.0,18.9,2026-09-02T19:29:50.109180
London,51.5085,-0.1257,2026-08-29T16:00,18.9,86,21.2,212,45.0,0.1,51,100,1000.8,19640.0,18.1,2026-09-02T19:29:50.109206
London,51.5085,-0.1257,2026-08-29T17:00,19.0,88,19.1,220,40.7,0.2,51,99,1000.3,12240.0,18.7,2026-09-02T19:29:50.109219
London,51.5085,-0.1257,2026-08-29T18:00,19.4,88,16.2,234,34.6,0.1,51,100,1001.0,15200.0,19.7,2026-09-02T19:29:50.109227
London,51.5085,-0.1257,2026-08-29T19:00,19.5,84,12.2,240,26.6,0.0,1,27,1002.3,14920.0,20.1,2026-09-02T19:29:50.109235
London,51.5085,-0.1257,2026-08-29T20:00,19.1,88,14.0,228,29.9,0.0,2,77,1003.1,16420.0,19.6,2026-09-02T19:29:50.109243
London,51.5085,-0.1257,2026-08-29T21:00,19.1,83,15.8,236,34.6,0.0,3,96,1003.8,23380.0,19.0,2026-09-02T19:29:50.109252
London,51.5085,-0.1257,2026-08-29T22:00,18.9,83,14.8,234,31.7,0.0,3,100,1004.3,23640.0,18.8,2026-09-02T19:29:50.109260
London,51.5085,-0.1257,2026-08-29T23:00,18.5,84,16.6,238,35.6,0.0,3,98,1004.6,25240.0,18.1,2026-09-02T19:29:50.109268
London,51.5085,-0.1257,2026-08-30T00:00,18.2,85,19.1,248,41.0,0.0,3,100,1005.4,17100.0,17.4,2026-09-02T19:29:50.109276
London,51.5085,-0.1257,2026-08-30T01:00,18.3,77,17.6,258,38.9,0.0,3,91,1005.9,24440.0,17.1,2026-09-02T19:29:50.109288
London,51.5085,-0.1257,2026-08-30T02:00,17.8,76,18.4,256,40.0,0.0,3,98,1006.7,26260.0,16.3,2026-09-02T19:29:50.109297
London,51.5085,-0.1257,2026-08-30T03:00,17.4,77,17.6,256,38.2,0.0,2,77,1007.6,27640.0,15.9,2026-09-02T19:29:50.109309
London,51.5085,-0.1257,2026-08-30T04:00,16.9,82,15.1,250,32.4,0.0,3,100,1008.1,25300.0,16.0,2026-09-02T19:29:50.109317
London,51.5085,-0.1257,2026-08-30T05:00,16.7,84,14.8,254,31.7,0.0,3,100,1008.6,23040.0,15.9,2026-09-02T19:29:50.109327
London,51.5085,-0.1257,2026-08-30T06:00,16.6,85,11.5,246,24.5,0.0,3,91,1009.1,17680.0,16.3,2026-09-02T19:29:50.109335
London,51.5085,-0.1257,2026-08-30T07:00,17.2,81,13.0,244,28.1,0.0,3,86,1009.7,19280.0,16.6,2026-09-02T19:29:50.109343
London,51.5085,-0.1257,2026-08-30T08:00,17.8,78,12.6,234,27.4,0.0,3,95,1009.9,21040.0,17.2,2026-09-02T19:29:50.109352
